id,Compound,Number of layers,Space group,Struct. type,DJorRP,LSF t1,LSF t2,"Eg (calc.), eV","Optical Eg (exp.), eV",Spacer (interlayer) cation,Intralayer cation,M-X-M angles distribution,M-X bonds in octahedra,CIF,Reference,
475,[CH3CH(CH3)CH2NH3]2PbI4,1,P21/c,100,RP,0.48,0.49,2.28,2.23,Isobutylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b03817
476,[CH3CH(CH3)CH2NH3]2[CH3NH3]Pb2I7,2,Cc,100,None,None,None,2.05,2.02,Isobutylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b03817
477,[C6H5CH2NH3]2[CH3NH3]Pb2I7,2,Pbcn,100,RP,0.48,0.49,2.07,1.98,Phenylmethylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b03817
478,[C6H5CH2NH3]2[CH3NH3]2Pb3I10,3,Cmc21,100,RP,0.49,0.5,2.05,1.79,Phenylmethylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.8b03817
479,[C6H5CH(CH3)NH3]2PbI4,2,P1,100,else,0.39,0.44,2,2.08,R1-phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06815
480,[C6H5CH(CH3)NH3]2PbI4,2,P1,100,else,0.38,0.44,2.08,None,S1-phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06815
481,[CH3(CH2)2NH3]2[CH3NH3]2Pb3I10,3,P21/c(P21/a),100,else,0.31,0.31,2,1.58,Propylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
482,[CH3(CH2)2NH3]2[CH3NH3]3Pb4I13,4,Cc,100,else,0.31,0.31,1.86,1.8,Propylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
483,[NH3(CH2)2NH3]CuCl4,1,P21/c(P21/b),100,else,0.05,0.05,None,None,"1,2-ethanediammonium",None,*.dia,*.dia,CIF,doi:,10.1016/0022-1902(72)80300-2
484,[CH3(CH2)2NH3]10[CH3NH3]Pb7I25,None,P2/c,step-like,None,None,None,2.03,2.14,Propylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
485,[CH3(CH2)2NH3]10[CH3NH3]Pb7I25*H20,None,P2/c,step-like,None,None,None,2.05,None,Propylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
486,[CH3(CH2)2NH3]8Pb5I18,None,P2/c,step-like,None,None,None,2.12,2.32,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
487,[CH3(CH2)2NH3]8Pb5I18*H20,None,P2/c,step-like,None,None,None,2.1,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
488,[CH3(CH2)2NH3]12[CH3NH3]2Pb9I32,None,C2,step-like,None,None,None,2,2.16,Propylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
489,[CH3(CH2)2NH3]12[CH3NH3]2Pb9I32*H20,None,C2,step-like,None,None,None,2.02,None,Propylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b02846
490,[C5H4NCH2NH3]PbI4,1,Pc(Pn),100,else,0.22,0.24,1.98,2.11,3-(aminomethyl)pyridinium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06398
491,[C5H4NCH2NH3][CH3NH3]Pb2I7,2,Pc,100,else,0.24,0.24,1.97,1.88,3-(aminomethyl)pyridinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06398
492,[C5H4NCH2NH3][CH3NH3]2Pb3I10,3,Cc,100,else,0.23,0.23,1.86,1.73,3-(aminomethyl)pyridinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06398
493,[C5H4NCH2NH3][CH3NH3]3Pb4I13,4,Pc,100,else,0.23,0.23,1.89,1.66,3-(aminomethyl)pyridinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06398
494,[C5H4NCH2NH3]PbI4,1,Pc(Pn),100,DJ,0,0.01,2.17,None,4-(aminomethyl)pyridinium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06398
495,[C5H4NCH2NH3][CH3NH3]Pb2I7,2,Cc,100,DJ,0,0,2.03,1.94,4-(aminomethyl)pyridinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06398
496,[C5H4NCH2NH3][CH3NH3]2Pb3I10,3,Pc,100,DJ,0,0,2.05,1.77,4-(aminomethyl)pyridinium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b06398
497,[C5H11NCH2NH3]PbI4,1,Pc,100,DJ,0,0,2.17,2.38,4-(aminomethyl)piperidinium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b07776
498,[C5H11NCH2NH3]PbI4,1,P21/c,100,DJ,0,0,2.13,None,4-(aminomethyl)piperidinium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b07776
499,[(CH3(CH2)4NH3)2(CH3NH3)]Pb2I7,2,Cc,100,else,0.29,0.29,2.11,2.09,Pentylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b01327
500,[(CH3(CH2)4NH3)2(CH3NH3)2]Pb3I10,3,Pc,100,else,0.29,0.29,2.06,1.97,Pentylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b01327
501,[(CH3)2CHNH3]4Cd3Cl10,None,Pbca,None,else,0.07,0.07,3.37,None,isopropylammonium,None,*.dia,*.dia,CIF,doi:,10.1107/S0108768110054583
502,[C6H5(CH2)2NH3]2CdI4,1,P21/m,None,None,None,None,2.15,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C7CC02408H
503,[Cl(CH2)2NH3]2CuCl4,1,P-1,None,else,0.32,0.43,None,1.98,2鈥恈hloroethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/aoc.5293
504,[Cl(CH2)2NH3]2CuCl4,1,P21/c,None,else,0.47,0.48,None,None,2鈥恈hloroethylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/aoc.5293
505,[C5H9NH3]4Cd3Cl10,None,P212121,None,DJ,0.01,0.02,3.4,None,Cyclopentylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/ic500554z
506,[C5H9NH3]4Cd3Cl10,None,Pbca,None,else,0.06,0.09,3.37,None,Cyclopentylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/ic500554z
507,[C5H9NH3]4Cd3Cl10,None,Cmca,None,else,0.07,0.08,3.4,None,Cyclopentylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/ic500554z
508,[CH3(CH)2NH3]FeCl4,None,Pbca,None,None,None,None,None,None,Propylammonium,None,*.dia,*.dia,CIF,doi:,10.1016/j.materresbull.2019.110505
509,[(CH3)3S]Pb3Br10,None,P21/n,None,DJ,0,0,2.45,3.49,Trimethylsulfonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.7b02594
510,[(CH3)2S(CH2)4S(CH3)2]Pb3Br12,None,Pca21,None,None,None,None,2.53,3.78,"Butane-1,4-diylbis(dimethylsulfonium)",None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.7b02594
511,[(CH3(CH2)4NH3)2(CH3NH3)3]Pb4I13,4,Cc,100,else,0.29,0.29,1.86,1.85,Pentylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b01327
512,[(CH3(CH2)4NH3)2(CH3NH3)4]Pb5I16,5,Pc,100,else,0.29,0.29,2,1.76,Pentylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b01327
513,[(CH3(CH2)5NH3)2(CH3NH3)]Pb2I7,2,Cc,100,else,0.13,0.13,2.3,2.1,Hexylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b01327
514,[(CH3(CH2)5NH3)2(CH3NH3)2]Pb3I10,3,Pc,100,else,0.25,0.25,2.05,1.96,Hexylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b01327
515,[(CH3(CH2)5NH3)2(CH3NH3)3]Pb4I13,4,Cc,100,else,0.24,0.24,1.93,1.85,Hexylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b01327
516,[CH3(CH2)7NH3]2PbI4,1,P21/c,100,else,0.23,0.24,2.31,None,Heptylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
517,[CH3(CH2)7NH3]2PbI4,1,Pbca,100,RP,0.48,0.5,2.26,None,Heptylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
518,[CH3(CH2)7NH3]2PbI4,1,Pbca,100,RP,0.49,0.5,2.29,None,Heptylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
519,[CH3(CH2)8NH3]2PbI4,1,P21/c,100,else,0.23,0.24,2.38,None,Octylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
520,[CH3(CH2)8NH3]2PbI4,1,Pbca,100,RP,0.48,0.5,2.28,None,Octylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
521,[CH3(CH2)8NH3]2PbI4,1,Cmca,100,RP,0.5,0.5,2.13,None,Octylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
522,[CH3(CH2)9NH3]2PbI4,1,P21/c,100,else,0.25,0.25,2.35,None,Nonylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
523,[CH3(CH2)9NH3]2PbI4,1,Pbca,100,RP,0.48,0.5,2.27,None,Nonylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
524,[CH3(CH2)10NH3]2PbI4,1,P21/c,100,else,0.25,0.27,2.39,None,Decylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
525,[CH3(CH2)10NH3]2PbI4,1,Pbca,100,RP,0.48,0.5,2.39,None,Decylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
526,[CH3(CH2)10NH3]2PbI4,1,Pbca,100,RP,0.48,0.5,2.39,None,Decylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
527,[CH3(CH2)10NH3]2PbI4,1,Pbca,100,RP,0.48,0.5,2.28,None,Decylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
528,[CH3(CH2)10NH3]2PbI4,1,Pbca,100,RP,0.48,0.5,2.28,None,Decylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C0DT01805H
529,[FC6H4(CH2)2NH3]2PbI4,1,P21/c,100,else,0.29,0.29,2.23,None,4-fluorophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00479
530,[ClC6H4(CH2)2NH3]2PbI4,1,C2/c,100,else,0.37,0.38,2.32,None,p-chlorophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00479
531,[BrC6H4(CH2)2NH3]2PbI4,1,Cmca,100,RP,0.49,0.5,2.05,None,p-bromophenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.9b00479
532,[C2H4N3]2PbBr4,1,C2/c,100,else,0.14,0.15,2.63,None,"1,2,4-triazolium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c01807
533,[C2H4N3]2PbBr4,1,C2/c,100,else,0.13,0.15,2.64,None,"1,2,4-triazolium",None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c01807
534,[C2H7N2]2PbBr4,1,P21/c,110,else,0,0.04,2.72,None,Acetamidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c01807
535,[C2H7N2]2PbBr4,1,P21/c,110,DJ,0,0.02,2.72,None,Acetamidinium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c01807
536,[C5H9N5]PbBr4,None,Pbcm,3*3,else,0,0.06,2.65,None,Imidazolium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c01807
537,[C5H9N5]PbBr4,None,Pbcm,3*3,else,0,0.06,2.64,None,Imidazolium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c01807
538,[C7H10N]2PbI4,1,Pbca,100,else,0.47,0.5,2.27,None,Phenylmethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b11809
539,[C7H9FN]2PbI4,1,P21/c,100,else,0.13,0.28,2.24,None,4-fluorophenylmethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b11809
540,[C7H9ClN]2PbI4,1,P21,100,else,0.18,0.19,2.34,None,4-chlorophenylmethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b11809
541,[C7H9BrN]2PbI4,1,P21,100,else,0.18,0.18,2.33,None,4-bromophenylmethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b11809
542,[C8H9F3N]2PbI4,1,P21/c,100,else,0.32,0.33,2.23,None,p-trifluoromethylphenylmethylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.0c02909
543,[C9H14N]2CuCl4,1,C2,100,None,None,None,None,None,R-尾-methylphenethylamine,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.0c02729
544,[C9H14N]2CuCl4,1,C2,100,else,0.24,0.49,None,None,S-尾-methylphenethylamine,None,*.dia,*.dia,CIF,doi:,10.1021/acs.chemmater.0c02729
545,(C8H12N)2(CH6N)Pb2I7,2,P-1,100,else,0.19,0.49,2.06,None,Phenylethylammonium,Methylammonium,*.dia,*.dia,CIF,doi:,10.1021/acs.jpclett.0c01720
546,[C12H14N]2PbBr4,1,C21/c,100,DJ,0.01,0.01,2.9,None,1-(1-naphthyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-020-18485-7
547,[C12H14N]2Pb2I6,None,P212121,1D,DJ,0,0,2.32,None,S-1-(1-naphthyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-020-18485-7
548,[C8H12N]2PbI4,1,P212121,100,else,0.28,0.3,2.35,None,1-phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-020-18485-7
549,[C8H12N]2PbI4,1,P212121,100,else,0.25,0.28,2.35,None,1-phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-020-18485-7
550,[C12H14N]2PbBr4,1,P21,100,else,0.15,0.23,2.85,None,S-1-(1-naphthyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-020-18485-7
551,[C8H12N]2PbI4,1,P212121,100,else,0.27,0.29,2.35,None,R-1-(1-naphthyl)ethylamine,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-020-18485-7
552,[C12H14N]2PbBr4,1,P21,100,else,0.15,0.23,2.88,None,1-phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41467-020-18485-7
553,[C15H20NO2]2PbI4,1,Pbcn,100,else,0,0.5,2.26,None,"naphthalene-based organic layers	",None,*.dia,*.dia,CIF,doi:,10.1038/s41557-020-0488-2
554,[C13H16NO2]2PbI4,1,Pbca,100,RP,0.5,0.5,2.33,None,"naphthalene-based organic layers	",None,*.dia,*.dia,CIF,doi:,10.1038/s41557-020-0488-2
555,[C14H18NO]2PbI4,1,Pca21,100,else,0.06,0.06,2.33,None,"naphthalene-based organic layers	",None,*.dia,*.dia,CIF,doi:,10.1038/s41557-020-0488-2
556,[C16H22NO]2PbI4,1,P21/c,100,else,0.28,0.32,2.34,None,"naphthalene-based organic layers	",None,*.dia,*.dia,CIF,doi:,10.1038/s41557-020-0488-2
557,[C17H24NO2]2PbI4,1,P-1,100,else,0.05,0.27,2.49,None,"naphthalene-based organic layers	",None,*.dia,*.dia,CIF,doi:,10.1038/s41557-020-0488-2
558,[C9H9Cl5NO]2PbI4,1,P21/c,100,else,0.27,0.45,2.51,None,"tetrachloro-1,2-benzoquinone",None,*.dia,*.dia,CIF,doi:,10.1038/s41557-020-0488-2
559,[C8H14N2]CuCl4,None,P21/c,None,None,None,None,None,None,"N-phenylethane-1,2-diammonium",None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc23ym90
560,[C9H16N2]2CuCl6,1,Pbca,100,RP,0.5,0.5,None,None,"N-benzylethane-1,2-diammonium",None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc23ym90
561,[CH3NH3]2Pb(SCN)2I2,1,Pmn21,100,else,0.24,0.48,2.5,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsami.0c09251
562,[CH3NH3]2Pb(SCN)2I2,1,Pmn21,100,else,0.22,0.48,2.27,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsami.0c09251
563,[CH3NH3]2Pb(SCN)2I2,1,Pmmn,100,else,0.19,0.49,2.37,None,Methylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acsami.0c09251
564,[C8H12N]2SnI4,1,Pnma,100,DJ,0,0,2.15,None,R-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,https://doi.org/10.1021/jacs.0c03899
565,[C8H12N]2SnI4,1,P212121,100,DJ,0,0,2.2,None,S-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,https://doi.org/10.1021/jacs.0c03899
566,[C8H12N]2SnI4,1,P212121,100,DJ,0,0,2.21,None,Rac-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,https://doi.org/10.1021/jacs.0c03899
567,[C6H12F2N]2PbI4,1,P21,100,else,0.37,0.41,2.28,None,4-fluorohexahydroazepine,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03710
568,[C6H12F2N]2PbI4,1,Cmc21,100,else,0.4,0.49,2.14,None,4-fluorohexahydroazepine,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03710
569,[C6H12F2N]2PbI4,1,Imm2,100,RP,0.5,0.5,2.16,None,4-fluorohexahydroazepine,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03710
570,[C6H12F2N]2PbI4,1,I-4m2,100,RP,0.5,0.5,1.99,None,4-fluorohexahydroazepine,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03710
571,[C4H13N5]PbBr4,1,P21/c,100,else,0.16,0.27,2.74,None,"N,N-dimethylbiguanidinium",None,*.dia,*.dia,CIF,doi:,10.31635/ccschem.020.202000484
572,(C2H8N)2(C4H12N)2Pb3I10,3,Cmc21,100,else,0.45,0.49,2.03,None,Butylammonium,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b13587
573,(BA)2(EAxMA1-x)2Pb3I10,3,Cc,100,else,0.46,0.48,2.01,None,Butylammonium,"Ethylammonium,Methylammonium",*.dia,*.dia,CIF,doi:,10.1021/jacs.9b13587
574,(BA)2(EAxMA1-x)2Pb3I10,3,Cc,100,RP,0.48,0.49,1.97,None,Butylammonium,"Ethylammonium, Methylammonium",*.dia,*.dia,CIF,doi:,10.1021/jacs.9b13587
575,(BA)2(EA)2Pb3I10,3,Cc,100,RP,0.49,0.49,1.88,None,Butylammonium,Ethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b13587
576,PEA2PbI4,1,C2/m,100,else,0.15,0.5,None,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0CE00753F
577,PEA2PbI4,1,P-1,100,else,0.15,0.5,None,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0CE00753F
578,PEA2MA2Pb3I10,3,P-1,100,else,0.13,0.5,None,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0CE00753F
579,PEA2MAPb2I7,2,P-1,100,else,0.14,0.5,None,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0CE00753F
580,PEA2PbI4,1,P-1,100,else,0.15,0.5,None,None,Phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/D0CE00753F
581,(BA)2(FA)Pb2I7,2,Cmcm,100,RP,0.5,0.5,None,None,Butylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03860
582,(BA)2(DMA)Pb2I7,2,Cmca,100,RP,0.49,0.5,None,None,Butylammonium,Dimethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03860
583,(BA)2(GA)Pb2I7,2,Cmcm,100,RP,0.49,0.5,None,None,Butylammonium,Guanidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03860
584,(BA)2(FA)Pb2I7,2,Ama2,100,RP,0.5,0.5,None,None,Butylammonium,Formamidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03860
585,(BA)2(DMA)Pb2I7,2,Aba2,100,RP,0.49,0.5,None,None,Butylammonium,Dimethylammonium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03860
586,(BA)2(GA)Pb2I7,2,Ama2,100,RP,0.49,0.5,None,None,Butylammonium,Guanidinium,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c03860
587,(C5H11NH3)2(CH3NH2CH3)Pb2I7,2,P21/c,100,else,0.31,0.32,None,None,C5H11NH3,Dimethylammonium,*.dia,*.dia,CIF,doi:,10.1039/D0TC03382K
588,[C8H11FN]2PbBr4,1,Cmcm,100,else,0.07,0.15,2.76,None,3-fluoro-N-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.1016/j.jssc.2018.11.012
589,[C5H10F2N]2PbI4,1,Aba2,100,RP,0.48,0.5,2.3,None,"4,4-difluoropiperidinium",None,*.dia,*.dia,CIF,doi:,10.1021/jacs.0c00371
590,[C6H14N]2PbBr4,1,Cmca,100,RP,0.5,0.5,2.7,None,Cyclohexylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adma.201505224
591,[C6H14N]2PbI4,1,Cmca,100,RP,0.5,0.5,2.11,None,Cyclohexylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/adma.201505224
592,[C5H12ON]2PbBr4,1,Cmc21,100,else,0.44,0.46,2.83,None,tetrahydropyranylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b12368
593,[C6H16N]2PbI4,1,Cmc21,100,RP,0.49,0.5,1.98,None,Hexylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C9TA01569H
594,[C7H9FN]2PbCl4,1,Cmc21,100,else,0.44,0.46,3.43,None,2-fluorobenzylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b10048
595,[C7H10N]2PbCl4,1,Cmc21,100,else,0.46,0.48,3.46,None,Phenylmethylammonium,None,*.dia,*.dia,CIF,doi:,10.1515/ncrs-1999-0318
596,[C14H16N]2PbI4,1,Cmc21,100,RP,0.49,0.49,2.36,None,2-(4-biphenyl)ethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C9DT03074C
597,[C7H9FN]2PbI4,1,Pbcn,100,else,0.34,0.37,2.29,None,4-fluoro-N-methylanilinium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc25phq3
598,[C8H11FN]2PbBr4,1,Pbcn,100,else,0.08,0.17,2.86,None,3-fluoro-N-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.1016/j.jssc.2018.11.012
599,[C8H11ClN]2PbI4,1,Pbcn,100,else,0.14,0.21,2.29,None,3-chloro-N-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc216rdf
600,[C8H11BrN]2PbCl4,1,Pbcn,100,else,0.13,0.15,3.35,None,3-bromo-N-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc2498b2
601,[C8H11BrN]2PbBr4,1,Pbcn,100,else,0.09,0.17,2.73,None,3-bromo-N-methylbenzylammonium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc24986y
602,[C3H7N2]2PbI4,1,Pnma,100,else,0.31,0.35,2.1,None,2-cyanoethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/b817891g
603,[C5H5BrN]2PbBr4,1,Pnma,100,DJ,0.01,0.01,2.68,None,3-bromopyridinium,None,*.dia,*.dia,CIF,doi:,10.1039/C6CE01684G
604,[C7H9FN]2PbCl4,1,Pnma,100,else,0.31,0.32,3.4,None,4-fluorobenzylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/jacs.9b10048
605,[C8H20N2]PbCl4,1,Pnma,100,else,0.15,0.15,3.41,None,"1,4-cyclohexanedimethylammonium",None,*.dia,*.dia,CIF,doi:,10.1107/S1600536810016818
606,[C2H10N2]PbI4,1,Pbcm,100,else,0.35,0.38,2.56,None,"1,2-ethanediammonium",None,*.dia,*.dia,CIF,doi:,10.1039/D0CE00184H
607,[C4H12N]2PbCl4,1,Pbca,100,RP,0.49,0.5,2.61,None,Butylammonium,None,*.dia,*.dia,CIF,doi:,10.1021/acs.inorgchem.0c00009
608,[C5H8SN]2PbCl4,1,Pbca,100,RP,0.5,0.5,3.38,None,2-thiophenemethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C9TC04479E
609,[C5H8SN]2PbBr4,1,Pbca,100,RP,0.49,0.5,2.84,None,2-thiophenemethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/C9TC04479E
610,[C10H16N]2PbBr4,1,Pbca,100,else,0.47,0.5,2.85,None,"Deca-3,5-diyn-1-ammonium",None,*.dia,*.dia,CIF,doi:,10.1002/anie.201809028
611,[C6H18N2]PbBr4,1,Cc,100,else,0.25,0.26,2.44,None,"2-Methylpentane-1,5-diammonium",None,*.dia,*.dia,CIF,doi:,10.1021/ic980893k
612,[C16H36N]2PbI4,1,Pca21,100,RP,0.48,0.5,2.48,None,Hexadecylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/anie.201812225
613,[C14H18ON]2PbI4,1,Pca21,100,else,0.06,0.06,2.33,None,4-[(Naphthalen-1-yl)oxy]butyl-1-ammonium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc22yd8q
614,[C4H12N]2PbBr4,1,P21/c,100,RP,0.49,0.5,2.8,None,Butylammonium,None,*.dia,*.dia,CIF,doi:,10.1038/s41563-018-0081-x
615,[C3H12N2]PbCl4,1,P212121,100,else,0.13,0.16,2.64,None,"1,3-propyldiammonium",None,*.dia,*.dia,CIF,doi:,10.1021/ic980893k
616,[C8H12N]2PbI4,1,P212121,100,else,0.24,0.28,2.34,None,1-phenylethylammonium,None,*.dia,*.dia,CIF,doi:,10.1039/b606987h
617,[C7H9FN]2PbI4,1,Pn,100,else,0.19,0.47,2.31,None,3-fluoro-N-methylanilinium,None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc25phv7
618,[C4H14S2N2]PbCl4,1,P21/c,100,else,0.05,0.4,3.38,None,"2,2'-Dithiobis(ethylammonium)",None,*.dia,*.dia,CIF,doi:,10.1063/1.5042268
619,[C6H16N2]PbI4,1,P21/c,100,else,0.12,0.22,2.17,None,4-(aminomethyl)piperidinium,None,*.dia,*.dia,CIF,doi:,10.14102/j.cnki.0254-5861.2011-2298
620,[C6H18N2]PbCl4,1,P21/c,100,else,0.03,0.45,3.4,None,"1,6-hexanediammonium",None,*.dia,*.dia,CIF,doi:,10.5517/ccdc.csd.cc228b90
621,[C5H12O2N]2PbBr4,1,P21/n,100,else,0.05,0.45,2.85,None,5-carboxipentylammonium,None,*.dia,*.dia,CIF,doi:,10.1002/ejic.202000900
622,[C7H9FN]2PbI4,1,P21/n,100,else,0.16,0.28,2.23,None,4-fluorobenzylammonium,None,*.dia,*.dia,CIF,doi:,10.1016/j.inoche.2018.09.030
